page,row_index,status,company,added_date,description,website,headcount,employees,country,region,city,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,company_address,growth_metrics,raw_row_text
1,98,save | hide,Prokeep,"Jul 28, 2025 12.57 PM",that provides communication solutions for. customer engagement platform prokeep com New Orleans plokeep,,51-200,101,United States,(USA),Louisiana,Venture Capital,2016,2016,34,"Nov 10, 2024",Series,bensoncpcom,nla,S3vc com,"New Orleans, LA 70115, US",6 % | ~8% | -8 % | 2% | 14% | 80% | 152% | 304% | -4%,"save | hide | Prokeep | Jul 28, 2025 12.57 PM | Prokeep | that provides communication solutions for. | customer engagement platform | prokeep com | 51-200 | 101 | United States | (USA) | Louisiana | New Orleans | plokeep | Load contacts | ntacts | Venture Capital | 2016 | 34 | Nov 10, 2024 | Series | bensoncpcom | nla | S3vc com | Iror | nla | nla | nla | nla | 6 % | ~8% | -8 % | 2% | 14% | 80% | 152% | 304% | -4% | New Orleans, LA 70115, US | nla | nla | nla | nla | ~nla"
1,99,save | hide,Hover,"Jul 28, 2025 12.57 PM",Hover E offers innovative construction software provider that solutions for measuring _ hover.to San Francisco haver-inc -,,201-500,454,United States,(USA),California,Private Equity,2011,2011,124.3,"Nov 16, 2020",,,,,"225 Bush St; 7th Floor; San Francisco, California 94104,US",~0% | -1% | -3% | 3% | 11% | 43% | 13% | 62% | -23%,"save | hide | Hover | Jul 28, 2025 12.57 PM | Hover E | offers | innovative | construction software provider that | solutions for measuring _ | hover.to | 201-500 | 454 | United States | (USA) | California | San Francisco | haver-inc - | Load contacts | ntacts | Private Equity | 2011 | 124.3 | Nov 16, 2020 | Series D | Alsop Louie Partners | Corporate | Nationwide | nla | nla | nla | 46 | nla | ~0% | -1% | -3% | 3% | 11% | 43% | 13% | 62% | -23% | 225 Bush St; 7th Floor; San Francisco, California 94104,US | nla | nla | nfa | nla | ~nla"
1,100,save | hide,2018,"Oct 3, 2021",,,,,,,,Private Equity,2018,2018,,"Oct 3, 2021",,,,,"London, England, GB",~1% | -14%/ | -14% | -35% | -71% | ~45% | 38% | -15%,"save | hide | Beacon | 28, | 2025 12.57 PM | Beacon is a software company specializing in | supply chain visibility solutions_ | offers_ | beacon com | 11-50 | United Kingdom | (UK) | England | London | biacon-freight | Load contacts | ntacts | Private Equity | 2018 | Oct 3, 2021 | Series = | 8vc | nfa | 8vc | Red Sea | nla | nla | nla | nla | nla | ~1% | -14%/ | -14% | -35% | -71% | ~45% | 38% | -15% | London, England, GB | nfa | nfa | nfa | nfa | ~nla"
1,101,save | hide,Company,"Jul 28, 2025 12.57 PM",Akeneo in product information management (PIM) &. technology company specializing akeneo com aleneo,,"""201-500",467,France,Pays De La Loire,Nantes,Private Equity,2013,2013,196.4,"Mar 14, 2022",Series,Alven,Corporate,Kima Ventures,"place General Mellinet; NANTES, FRANCE 44100, FR",4% | 7% | 4% | 7% | 49% | 93% | 132% | -5%,"save | hide | Akeneo: The Product Experience | Company | Jul 28, 2025 12.57 PM | Akeneo | in product information management (PIM) &. | technology company specializing | akeneo com | ""201-500 | 467 | France | Pays De La Loire | Nantes | aleneo | Load contacts | ntacts | Private Equity | 2013 | 196.4 | 135 | Mar 14, 2022 | Series | Alven | Corporate | Kima Ventures | sigmento com | nfa | 45 | nla | 4% | 7% | 4% | 7% | 49% | 93% | 132% | -5% | place General Mellinet; NANTES, FRANCE 44100, FR | nfa | nfa | nfa | Ania"
1,102,hide,Alegra,"Jul 28, 2025 12.57 PM",accounting and invoicing solutions software company that provides lored Colombia Antioquia Medellin alegra,alegra.com,201-500,681,,,,Private Equity,2012,2012,0.1,"Jul 10,2023",Series,Riverwood Capital,nla,Riverwood Capital,"Carrera 43C; 5-115; Medellin, Medellin 03100,CO",2% | 28 % | 22% | 54% | 132% | 477% | 751% | -12%,"hide | Alegra | Jul 28, 2025 12.57 PM | Alegra | accounting and invoicing solutions | software company that provides | lored | alegra.com | 201-500 | 681 | Colombia | Antioquia | Medellin | alegra | Load contacts | ntacts | Private Equity | 2012 | 0.1 | nla | Jul 10,2023 | Series | Riverwood Capital | nla | Riverwood Capital | nla | nla | nla | 48 | nla | 2% | 28 % | 22% | 54% | 132% | 477% | 751% | -12% | Carrera 43C; 5-115; Medellin, Medellin 03100,CO | nla | nla | nla | nla | ~nla"
1,103,save | hide,Flexe,"Jul 28,2025 12.57 PM",flexible warehousing infrastructure and_. logistics company that provides Seattle fluxe,flexe.com,51-200,220,United States,(USA),Washington,Private Equity,2013,2013,263,"Jul 5,2022",Series,Activate Capital,nla,Redpoint,"4786 Ist Ave S; 106; Seattle, Washington 98134,US",41% | 43% | ~3% | -7% | ~51% | ~50% | -12% | 49% | ~45%,"save | hide | Flexe | Jul 28,2025 12.57 PM | Flexe | flexible warehousing infrastructure and_. | logistics company that provides | flexe.com | 51-200 | 220 | United States | (USA) | Washington | Seattle | fluxe | Load contacts | ntacts | Private Equity | 2013 | 263 | 119 | Jul 5,2022 | Series | Activate Capital | nla | Redpoint | Sec | nla | nla | nla | nla | 41% | 43% | ~3% | -7% | ~51% | ~50% | -12% | 49% | ~45% | 4786 Ist Ave S; 106; Seattle, Washington 98134,US | nla | nfa | nfa | nla | ~nla"
1,104,save | hide,14.2,"May 22, 2022",,,,,,,,Venture Capital,2017,2017,17.8,"May 22, 2022",Series,Astanor,nla,Tet Ventures,"92122, US",1% | -8 % | 8% | -18 % | 10% | 100% | 43% | 39%,"save | hide | Galley | Jul | 28, 2025 12.57 PM | Galley Solutions, Inc. | technology company that offers | foodservice | Culinary_. | galleysolutions com | 11-50 | United States | (USA) | California | San Diego | Ileysolutions | Load contacts | ntacts | Venture Capital | 2017 | 17.8 | 14.2 | May 22, 2022 | Series | Astanor | nla | Tet Ventures | nla | nla | nla | nla | nla | 1% | -8 % | 8% | -18 % | 10% | 100% | 43% | 39% | 8910 University Center Ln; Suite 400; San Diego, California | 92122, US | nfa | nfa | nfa | nfa"
1,105,hide,Group,"Jul 28, 2025 12.57 PM",Enotek Group manufacturer and software solutions provid_ logistics equipment enotekcom Asliftchina,,"""201-500",,China,Shanghai,Shanghai,Venture Capital,2008,2008,15.6,Jan 2022,Series,octcapital com.cn,nla,octcapital com.cn,"No. 2337 Gudai Road, Minhang District; Shanghai,",~2% | ~3% | 43% | ~3% | 3% | ~4%,"Cave | hide | Enotek = | Group | Jul 28, 2025 12.57 PM | Enotek Group | manufacturer and software solutions provid_ | logistics equipment | enotekcom | ""201-500 | China | Shanghai | Shanghai | Asliftchina | Load contacts | ntacts | Venture | Venture Capital | Capital | 2008 | 15.6 | 15.6 | Jan | 2022 | Series | octcapital com.cn | nla | octcapital com.cn | nla | nfa | nfa | nla | ~2% | ~3% | 43% | ~3% | 3% | ~4% | nfa | nfa | nfa | nla | 9/F, Tower | 201199, CN | No. 2337 Gudai Road, Minhang District; Shanghai, | nfa | ~nla | nfa"
1,107,save | hide,Physna,"Jul 28,2025 12.57 PM",specializes technology company that 3D geometric search and_. physna com Columbus pliysna-Ilc,,51-200,,United States,(USA),Ohio,Private Equity,2015,2015,,"Jun 30, 2021",Series,GV (Google Ventures),nla,Drive Capital,"250 West St; Columbus, Ohio 43215, US",~9% | -28% | ~37% | -37% | ~42% | ~56% | ~31% | 27% | 774%,"save | hide | Physna | Jul 28,2025 12.57 PM | Physna | specializes | technology company that | 3D geometric search and_. | physna com | 51-200 | United States | (USA) | Ohio | Columbus | pliysna-Ilc | Load contacts | ntacts | Private Equity | 2015 | Jun 30, 2021 | Series | GV (Google Ventures) | nla | Drive Capital | nla | nla | nla | nla | ~9% | -28% | ~37% | -37% | ~42% | ~56% | ~31% | 27% | 774% | 250 West St; Columbus, Ohio 43215, US | nla | nfa | nla | nla | ~nla"
1,108,save,4.5,"May 11, 2022",,,,,,,,Venture Capital,2019,2019,4.5,"May 11, 2022",Series,Airborne Ventures,nfa,bossa invest,"Rua Teodoro Sampaio 1756; Sao Paulo, SP 05406-150,BR",6% | 29% | 39% | 8% | 26% | 65 % | 70% | -46%,"save | (hide | Rabbot | Jul 28, | 2025 12.57 PM | Rabbot is | specializing in fleet management software. | technology solutions company | rabbotco | 11-50 | Brazil | Sao Paulo | Sao Paulo | rabbot-co | Load contacts | ntacts | Venture Capital | 2019 | 4.5 | May 11, 2022 | Series | Airborne Ventures | nfa | bossa invest | nla | nla | nla | nla | 6% | 29% | 39% | 8% | 26% | 65 % | 70% | -46% | Rua Teodoro Sampaio 1756; Sao Paulo, SP 05406-150,BR | nfa | nfa | nfa | nla | ~nla"
1,109,,save,,,,,,,,,Venture Capital,2015,2015,39.9,Aug 2023,Series,Battery Ventures,nfa,Waybury Capital,"8th St; #4600; Minneapolis, Minnesota 55402,US",9% | -8 % | -11% | 3% | ~1% | 117% | 311% | -1%,"save | hide | Fulcrum | 28, 2025 12.57 PM | Fulcrum | manufacturing solutions. | software company specializing in | offers cloud-bas_ | fulcrumpro_ | com | 51-200 | United States | (USA) | Minnesota | Minneapolis | atlas-solutions-inc- | Load contacts | ntacts | Venture | Venture Capital | Capital | 2015 | 39.9 | Aug | 2023 | Series | Battery Ventures | nfa | Waybury Capital | nla | nla | nfa | nla | 9% | -8 % | -11% | 3% | ~1% | 117% | 311% | -1% | 8th St; #4600; Minneapolis, Minnesota 55402,US | nfa | nfa | nfa | ~nla"
1,110,hide,Everysens,"Jul 28, 2025 12.57 PM",specializing rail transport management logistics technology provider everysens com ~evrerysens,,51-200,,France,ile-De-France,Paris,Venture Capital,2015,2015,6.7,May 2023,Series,Aglae Ventures,nla,Kima Ventures,"11 bis rue Beaurepaire; Paris, Ile-de-France 75010, FR",-2% | -12% | -10% | -18 % | 10% | 36 % | 78% | 148%,"hide | Everysens | Jul 28, 2025 12.57 PM | Everysens | specializing | rail transport management | logistics technology provider | everysens com | 51-200 | France | ile-De-France | Paris | ~evrerysens | Load contacts | ntacts | Venture Capital | 2015 | 6.7 | 6.6 | May | 2023 | Series | Aglae Ventures | nla | Kima Ventures | nla | nla | nla | nla | -2% | -12% | -10% | -18 % | 10% | 36 % | 78% | 148% | 11 bis rue Beaurepaire; Paris, Ile-de-France 75010, FR | nla | nla | nla | nla | ~nla"
1,111,save | hide,SELLinALL,"Jul 28,2025 12.57 PM",Graas specializing in eCommerce analytics: data solutions company offer _. graas ai ~seiIl-in-all,,201-500,,Singapore,nla,nla,Private Equity,2015,2015,40,"Aug 16, 2022",Series,ajcapital com,Corporate,yujventures com,"ebar Rd; Az@payalebar; Singapore, 409015,",-14% | -28% | 336% | ~82% | -73% | ~59% | 68%,"save | hide | SELLinALL | Jul 28,2025 12.57 PM | Graas | specializing in eCommerce analytics: | data solutions company | offer _. | graas ai | 201-500 | Singapore | nla | nla | ~seiIl-in-all | Load contacts | ntacts | Private Equity | 2015 | 40 | Aug 16, 2022 | Series | ajcapital com | Corporate | yujventures com | SELLinALL | 25.2M - 25.2M | nla | nla | -14% | -28% | 336% | ~82% | -73% | ~59% | 68% | 09-07, 140 Paya | ebar Rd; Az@payalebar; Singapore, 409015, | nla | nla | nla | nla | ~nla"
1,112,save,10.3,"Oct 20, 2021",,,,,,,,Venture Capital,2019,2019,10.3,"Oct 20, 2021",Series,Founder Collective,nfa,Rho Capital Partne,"Court St #1217 #1019; Brooklyn; New York 11217,US",6 % | 13% | 32% | 48% | 71% | 327% | 492% | 2%,"save | (hide | Toolio | Jul | 28, 2025 12.57 PM | a merchandising platform designed to_ | Toolio | technology company that provides | toolio.com | 51-200 | United States | (USA) | New York | Brooklyn | toolio-retail | Load contacts | ntacts | Venture Capital | 2019 | 10.3 | Oct 20, 2021 | Series | Founder Collective | nfa | Rho Capital Partne | nla | nla | nla | nla | 6 % | 13% | 32% | 48% | 71% | 327% | 492% | 2% | Court St #1217 #1019; Brooklyn; New York 11217,US | nfa | nfa | nfa | nfa | ~nla"
1,113,hide,26,"Apr 17, 2024",,,,,,,,Venture Capital,2022,2022,26,"Apr 17, 2024",Series,Accel,Corporate,Accel,"Bay Area, California, US",8 % | 13% | 29% | 39%,"hide | Xfactorio | Jul | 28, 2025 12.57 PM | Xfactorio is a business consulting company | that specializes in providing an intelligent Go__ | xfactorio | 51-200 | United States | (USA) | California | San Francisco | Bay Area | xlactor-jo | Load contacts | ntacts | Venture | Venture Capital | Capital | 2022 | 26 | Apr 17, 2024 | Series | Accel | Corporate | Accel | decisionlink com | nfa | nla | 8 % | 13% | 29% | 39% | nfa | nla | nla | Bay Area, California, US | nfa | nfa | nfa | nla"
1,114,Gave,Proggio,"Jul 28, 2025 12.57 PM",Proggio is provider that offers project management software comprehensive platfor _ ploggio,proggio.com,11-50,,Israel,Center,Kefar Sava,Venture Capital,2015,2015,,"Apr 11, 2022",Series,2.0 Ventures,nla,Mangrove Capital,"13 Hataas St;; Kfar Saba, Hasharon Distinct, IL",-11% | -15% | -31% | 31% | -27% | -11% | 10% | 88 % | 19%,"Gave | (hide | Proggio | Jul 28, 2025 12.57 PM | Proggio is | provider that offers | project management software | comprehensive platfor _ | proggio.com | 11-50 | Israel | Center | Kefar Sava | ploggio | Load contacts | ntacts | Venture Capital | 2015 | Apr 11, 2022 | Series | 2.0 Ventures | nla | Mangrove Capital | nla | nfa | nla | nla | -11% | -15% | -31% | 31% | -27% | -11% | 10% | 88 % | 19% | 13 Hataas St;; Kfar Saba, Hasharon Distinct, IL | nla | nfa | nla | nla | ~nla"
1,115,save | hide,Shippit,"Jul 28,2025 12.57 PM",Shippit i provides multi-carrier shipping software and_ logistics technology company that shippit com shippit,,51-200,159,Australia,New South Wales,Sydney,Venture Capital,2014,2014,79.4,May 2022,Series,Perennial Partners,Corporate,rtlgroupinvestmen,"4-6 Bligh Street; Level 2; Sydney; New South Wales 2000, AU",4% | 3% | ~2%/ | 2% | -15% | ~7% | 21% | 117% | -6 %,"save | hide | Shippit | Jul 28,2025 12.57 PM | Shippit i | provides multi-carrier shipping software and_ | logistics technology company that | shippit com | 51-200 | 159 | Australia | New South Wales | Sydney | shippit | Load contacts | ntacts | Venture Capital | 2014 | 79.4 | 46.2 | May | 2022 | Series | Perennial Partners | Corporate | rtlgroupinvestmen | Premonition.io | 12.IM - 13.9M | nla | 4% | 3% | ~2%/ | 2% | -15% | ~7% | 21% | 117% | -6 % | 4-6 Bligh Street; Level 2; Sydney; New South Wales 2000, AU | nla | nla | nla | nla | ~nla"
1,116,save,Goodshutfle,"Jul 28, 2025 12.57 PM","Goodshuffle Pro is a software company that provides event rental management solutions. pro goodshuffle com Columbia Washington, DC.",,11-50,,United States,(USA),District Of,Venture Capital,2015,2015,5.3,Feb 2024,Series,FINTOP Capital,nla,FINTOP Capital,,,"save | (hide | Goodshutfle | Jul 28, 2025 12.57 PM | Goodshuffle Pro is a software company that | provides event rental management solutions. | pro goodshuffle com | 11-50 | United States | (USA) | District Of | Columbia | Washington, | DC. | Load contacts | ntacts | Venture Capital | 2015 | 5.3 | Feb | 2024 | Series | FINTOP Capital | nla | FINTOP Capital | nla | nla | nla | nla | nla | nla | ~nla | nla | nla | nla | nla | nla | ~nla | nla | nfa | nfa | nfa | nla | ~nla"
1,118,hide,SENRTJRRA],"Jul 28, 2025 12.57 PM","SnENiTJiA] ~company that spech iallzes ' EDA software providing e8%8a""af%e8_",xtimes-da.com,51-200,,China,Jiangsu,Nanjing,Venture Capital,2020,2020,15.8,"May 27, 2024",,,,,"'tT6e; [95, CN",3% | 3% | -10%,"hide | SENRTJRRA] | Jul 28, 2025 12.57 PM | SnENiTJiA] | ~company that spech | iallzes ' | EDA software | providing | xtimes-da.com | 51-200 | China | Jiangsu | Nanjing | e8%8a""af%e8_ | Load contacts | ntacts | Venture Capital | 2020 | 15.8 | May 27, 2024 | Series B | nrl-capital com | nla | Capital Today | nla | nla | nla | nla | 3% | nla | 3% | nla | nla | nla | -10% | 'tT6e; [95, CN | nla | nfa | nla | nla"
1,119,save | hide,Webshippy,"Jul 28,2025 12.57 PM",Webshippy i specializes fulfillment and dropshipping__ logistics company that webshippy com Hungary nla nla ebshippy,,51-200,,,,,Venture Capital,2016,2016,,"Jun 29,2022",Series,Day One Capital,nla,Hiventures,"East Gate Business Park; C/2;; Fot; 2151, HU",~9% | ~9% | -7% | -28% | ~53% | 2% | 85%,"save | hide | Webshippy | Jul 28,2025 12.57 PM | Webshippy i | specializes | fulfillment and dropshipping__ | logistics company that | webshippy com | 51-200 | Hungary | nla | nla | ebshippy | Load contacts | ntacts | Venture Capital | 2016 | Jun 29,2022 | Series | Day One Capital | nla | Hiventures | nla | nla | nla | nla | ~9% | ~9% | -7% | -28% | ~53% | 2% | 85% | nla | East Gate Business Park; C/2;; Fot; 2151, HU | nla | ~nla | nla"
1,120,save,13.5,"Jan 29,2023",,,,,,,,Venture Capital,2017,2017,34.2,"Jan 29,2023",Series,AppWorks,nfa,kubevc com,"Barat, DKI Jakarta 11610 ,",2% | -7% | -19% | ~60% | ~52% | 9% | 172%,"save | Khide | EdenFarm | Jul | 28, 2025 12.57 PM | EdenFarm is | agricultural and food distribution sectors It__ | company that operates | the | edenfarm id | 501-1,000 | 215 | Indonesia | Jakarta | West Jakarta | pil-eden-pangan- | indonesia | Load contacts | ntacts | Venture Capital | 2017 | 34.2 | 13.5 | Jan 29,2023 | Series | AppWorks | nfa | kubevc com | nla | nla | nla | 30 | nla | 2% | -7% | -19% | ~60% | ~52% | 9% | 172% | ~nla | Jalan Puri Indah; St. Moritz Office Tower Unit 0901; Jakarta | Barat, DKI Jakarta 11610 , | nla | nfa | nfa | nla | ~nla"
1,121,hide,13.4,"Sep 25, 2018",,,,,,,,Private Equity,2010,2010,13.4,"Sep 25, 2018",Series,Level Equity,Corporate,Level Equity,"406 SE Sth St. Suite 12; Bentonville, Arkansas 72712 , US",-12%,"hide | Movista | JJul | 28, 2025 12.57 PM | Movista | retail execution solutions. The company offe. | SaaS provider specializing | movista | com | 51-200 | 165 | United States | (USA) | Arkansas | Bentonville | movista | ~inc | Load contacts | ntacts | Private Equity | 2010 | 13.4 | Sep 25, 2018 | Series | Level Equity | Corporate | Level Equity | Natural Insight | nla | nla | nla | nla | nfa | nla | nla | nla | nla | -12% | 406 SE Sth St. Suite 12; Bentonville, Arkansas 72712 , US | nla | nla | nla | nla | Anla"
1,122,hide,Optilogic Inc.,"Jul 28, 2025 12.57 PM",that Optilogic is offers advanced solutions for supply- supply chain software provider optilogic com Ann Arbor optilogic,,51-200,,United States,(USA),Michigan,Venture Capital,2019,2019,53,"Apr 7, 2025",Series,MK Capital |,Corporate,MK Capital |,"Main St; Ann Arbor; Michigan 48104, US","22% | 38 % | 67% | 159% | 284% | 746% | 3,075 % | 42%","hide | Optilogic Inc. | Jul 28, 2025 12.57 PM | that | Optilogic is | offers advanced solutions for supply- | supply chain software provider | optilogic com | 51-200 | United States | (USA) | Michigan | Ann Arbor | optilogic | Load contacts | ntacts | Venture Capital | 2019 | 53 | Apr 7, 2025 | Series | MK Capital | | Corporate | MK Capital | | INSICHT Software | nla | nla | 22% | 38 % | 67% | 159% | 284% | 746% | 3,075 % | 42% | 309 | Main St; Ann Arbor; Michigan 48104, US | nfa | nfa | nfa | nla | ~nla"
1,123,hide,RetaiICRM,"Jul 28,2025 12.57 PM",RetaiICRM is in solutions for businesses CRM provider that specializes the retail and__. retailcrm ru Russia Moscow Moscow retailcrm,,51-200,,,,,Venture Capital,2013,2013,0.6,"Jul 13, 2015",Series,nla,nla,nla;,nla;,2 % | 2 % | -2% | 2% | -10% | -29% | ~2% | 56 % | 41%,"ave | hide | RetaiICRM | Jul 28,2025 12.57 PM | RetaiICRM is | in solutions for businesses | CRM provider that specializes | the retail and__. | retailcrm ru | 51-200 | Russia | Moscow | Moscow | retailcrm | Load contacts | ntacts | Venture Capital | 2013 | 0.6 | 0.6 | Jul 13, 2015 | Series | nla | nla | nla; | nla | nla | nla | nla | 2 % | 2 % | -2% | 2% | -10% | -29% | ~2% | 56 % | 41% | nla | nla | nla | nla | nla | ~nla"
1,124,save,dolado,"Jul 28, 2025 12.57 PM",Dolado provider that connects sellers and industries_ digital marketplace and logistics dolado.com br crimpredolado,dolado.com,51-200,,Brazil,Sao Paulo,Sao Paulo,Venture Capital,2020,2020,12.2,Apr = 2022,Series,Clocktower Ventures,nfa,Endeavor,"Sao Paulo, BR",2 % | 2% | 5% | ~31% | 127%,"save | (hide | dolado | Jul 28, 2025 12.57 PM | Dolado | provider that connects sellers and industries_ | digital marketplace | and | logistics | dolado.com br | 51-200 | Brazil | Sao Paulo | Sao Paulo | crimpredolado | Load contacts | ntacts | Venture Capital | 2020 | 12.2 | Apr = | 2022 | Series | Clocktower Ventures | nfa | Endeavor | Floi | nla; | nla | nla | nla | 2 % | 2% | 5% | ~12 | ~31% | 127% | nla | ~nla | Sao Paulo, BR | nfa | nfa | nfa | nla | ~nla"
